,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsWithCurrManager,Attrition,PerformanceRating
0,-4.479793574532207,-1.6257996059973763,1.0481524637879822,0.9356890228558171,-0.9173971911208646,1.0277828016346813,-0.8315387568467413,-1.4712378392212855,0.5151837567101362,0.4494978061058587,-1.2428653296897803,-0.16977154173895298,-0.8593278959332632,-0.2631050601728682,1.361126209267112,-0.6554178052059594,0.8885248839463725,0.09972378231787851,-0.47060706164598604,0.012551823372852234,0.19236575834513123,0.199054560659589,-0.5028907362905469,0.22833715281573,-0.3527442885183312,3
1,-4.356073800672282,-0.06828908459610629,2.0161738789592554,1.5167825598014215,0.41886415008818567,-0.5825346369819399,-1.7148938853699067,0.02668083707519939,0.9852777261265577,0.8307246040106375,-1.7235565666114843,1.1714812044903504,0.2655749883632815,0.2764253312481179,0.13361474257891479,-0.1576636362619347,0.5058845381894629,-0.35913419592114043,0.42080304643848965,-0.9290580163248231,-0.4950405840809825,0.306018548638351,-0.888367129495438,-0.23723598586242342,-0.7100424708480833,3
2,-4.243180593897766,2.5609616211014337,4.363071909949575,-0.18253227544734685,-1.7738799941323498,-0.3628731387992861,-0.4315275679413142,1.3080317997112214,0.44978089644760494,1.9575299671388466,0.1893549597982815,2.290069103793302,-1.1978075888104294,0.13115984063523486,0.7868889415959792,-1.267936470525133,-0.6246276084927374,0.5046827453754015,0.5591949379479846,0.0816180029932924,-0.25609151794783713,-0.2428722873699245,-0.4347244400532234,-0.3567238250733063,0.6469960383195548,4
3,3.0137484824404592,0.7259831169811143,2.3266720730715296,3.2881827864453697,2.3095736025669313,1.9099851671963173,1.0831191552111048,-0.22678647572416696,-0.11298768769646395,-0.19113155606159737,-0.13919677632130026,-1.4086158340271568,-0.38401990096414046,1.151002616643441,0.50496150441767,1.558103681589937,-0.27350099218644214,0.8912814596989435,-1.533582882038954,0.7000661880153746,0.11340176353334891,-0.1864384826977069,-0.566017099984924,-0.06606873024938581,-0.5000483553247249,3
4,-4.246564872071688,5.966600449714759,-0.24630205734891372,0.7899785226475743,2.0967612555031807,-1.7123393665878681,0.769024772374642,-0.5169497160801197,0.7885774242556078,1.1256382610100728,-1.6424601310549785,0.14282769628747383,-0.7278650435412208,-0.05162604892068924,-1.5095159285817161,0.6522736700912942,0.6141788039500254,-0.295792847539608,0.9704685562329852,-1.1799837743718706,0.793859231067866,-0.10704606740134698,-0.21816737377287232,0.45697289805368335,-0.1478942081669478,3
5,-3.3372510087890226,-1.7363754334268016,1.090928120298818,-0.3737895039303188,-1.483869032259975,-0.5640975174225329,-1.7118322330669418,1.1776294475661206,0.2760563117432291,1.3307524663797687,2.013072131648468,1.679298416089798,1.5431334228601188,0.10692917646754833,1.1925520596630026,0.6094781185388396,0.32291027230970726,-0.06024485108494403,-0.6781069783718772,1.1507121027331004,0.3256114683341419,-0.2504169129548619,-0.3082205314315512,0.4110454907505938,-0.09073593361741325,4
6,-0.34280111047220185,4.416655794839529,-1.326934864136176,1.2799355562059818,-0.5828017018310367,-0.08167674561630686,-0.8570998142442984,-0.5981980664047013,0.9379436495837331,0.3112662984279297,-1.1253899957987128,1.3321507355826556,-0.47906210848461195,-0.38933777175658163,-1.7873726922709754,-0.5291513320179506,0.48904061993254183,-0.2584317224537588,0.8835046382509197,-0.7605468075424908,0.6604433014666247,0.09113044461021683,-0.35461009598465887,0.43125950605953356,-0.2109970770951676,3
7,-3.2840983805968045,3.9887517004497686,0.05900996699948883,-0.7409361204629071,-1.710681949369649,-2.741404144933316,0.5668557439104429,-1.4675847954852759,-0.925653443959713,-1.0324167444945256,1.5705815935034289,0.6504429673448151,0.8048971414544966,-0.19115177459432736,0.491138566348588,-0.10986645700827456,-0.994981539662357,1.6421098015832725,-0.2479516117166163,-0.6344971087062806,0.13821034493205442,0.26042259462461004,0.23486080363247466,-1.1087886991645164,0.3623677570352623,3
8,-3.1340831093564834,6.2858275288762195,0.4151201168911689,-0.8524232283818343,-0.20543842608341048,-1.314494145908508,1.8319538591092466,1.5641070963637973,-1.6649931352492142,0.566151685354925,-0.6283400417718643,0.49961702421361576,-0.06452968886228304,0.43537034986826,1.1202511536948438,-0.8775412595263232,-0.21157466017579193,-1.4588475048671894,0.8073654781438768,1.4731041642085205,0.6582076331931169,-0.7957829621579524,0.7759621129459336,-0.15199651985022464,-0.24284074179315074,3
9,-3.297545995820334,1.7473883679807511,-1.4383459893766828,-1.1794552286466529,1.149213980872319,0.0444559416694683,-2.119581806893626,-0.5466358888724098,0.21021791947610896,-1.3555310609990407,1.2763376127971382,-0.036878426882202074,-0.0028980602253086732,-0.00895443247921662,0.46623784663762224,-0.11151834126569897,-1.0419659987513021,-0.6721838274577084,-0.7561794862356661,-0.189429635729799,0.265940112060832,0.07939552040479979,0.6698369065117598,-0.4287239680615295,0.42130169906598947,3
